,sentence,label,score
362,Government and European Union to supply the  vaccine to meet current global demand in low- and middle-  income countries.,Social - Access_And_Affordability,0.319165289402008
363,"Pfizer remained the top supplier to COVAX  in 2022, contributing around 30% of their total supply—  nearly 600 million doses of the Pfizer-BioNTech COVID-19  vaccine.",Social - Supply_Chain_Management,0.2383052855730056
364,Pfizer also supports bilateral donations between  governments to help ensure access.,Governance - Management_Of_Legal_And_Regulatory_Framework,0.9082382917404176
365,"We set the price of our medicines and vaccines guided by the  value our products bring to patients and society, achieving  the broadest possible access.",Social - Selling_Practices_And_Product_Labeling,0.3722522556781769
366,"Our goal is to create long term  solutions that take into consideration the environments and  health systems in which we operate, using flexible payment  models designed for differing markets.",Governance - Systemic_Risk_Management,0.2515444755554199
367,"To achieve faster and  broader access to our medicines, we have over 150 financial-  based agreements currently implemented or in development  in ex-U.S.",Social - Access_And_Affordability,0.6094056367874146
368,markets.,Governance - Competitive_Behavior,0.3689367473125458
369,"In the 2022 Access to Medicine Index, Pfizer ranked No.",Social - Access_And_Affordability,0.4046703577041626
370,"6  overall, but led in the governance of access category for  an integrated access-to-medicine strategy and board-level  responsibility and showed improvement in the Research &  Development category.",Social - Access_And_Affordability,0.6306717991828918
371,Pfizer looks to leverage digital platforms and technologies  prevalent in today’s world to introduce effective and scalable  solutions that address specific patient needs.,Governance - Product_Design_And_Lifecycle_Management,0.2502839565277099
372,"This includes  support programs that aim to improve quality of care and  convenience, as well as reduce the burden of ongoing, high-  cost care.",Social - Access_And_Affordability,0.7678313851356506
373,"In 2022, Pfizer developed IUdo, a digital solution  offering a standardized and secure platform to streamline  processes for third parties managing Pfizer support  programs, combined with a mobile app for patients.",,0.4639736711978912
374,IUdo is designed to make it easier for patients enrolled  in selected Patient Support Programs to access Pfizer  medications.,Social - Access_And_Affordability,0.7459808588027954
375,It improves both the patient and healthcare  professional experience by accelerating program enrollment;  providing seamless access to financial support plans;  increasing the scale and reach of programs to patients;  and allowing the support program journey to be managed  directly from their phones.,Social - Access_And_Affordability,0.8709291219711304
376,"To date, IUdo is available in Egypt,  Lebanon, Qatar, and Mexico with plans to expand to other  countries across Emerging Markets in fiscal 2023.",Governance - Business_Model_Resilience,0.2634846568107605
377,Healthcare Infrastructure  Pfizer embraces that healthcare is more than the  development of medicines and vaccines.,Social - Access_And_Affordability,0.336515337228775
378,"Governments, civil  society, the private health sector, and communities play  a critical role in facilitating access to health innovations  by establishing and strengthening local healthcare  infrastructure.",Social - Access_And_Affordability,0.8575135469436646
379,"Through The Pfizer Foundation*, we make investments  that seek to improve health systems and increase access to  quality healthcare for underserved populations, in the U.S.",Social - Access_And_Affordability,0.947218418121338
380,and around the world.,Governance - Product_Design_And_Lifecycle_Management,0.1693887710571289
381,We have doubled down on solutions  that are evidence based and aligned with government health  priorities.,Governance - Management_Of_Legal_And_Regulatory_Framework,0.8789811730384827
382,*The Pfizer Foundation is a separate legal entity from Pfizer Inc.,Governance - Management_Of_Legal_And_Regulatory_Framework,0.2413099855184555
383,with distinct legal restrictions.,Governance - Management_Of_Legal_And_Regulatory_Framework,0.7182366847991943
384,"30 Pfizer 2022 ESG Report Social As part of our commitment to advance health equity, The  Pfizer Foundation’s ‘Accelerating Health Equity’ Grant  Program supports efforts to reduce health disparities and  improve health outcomes in Black communities in the U.S.",Social - Employee_Health_And_Safety,0.4925493001937866
385,using a social determinants of health framework.,Social - Human_Rights_And_Community_Relations,0.3512094616889953
386,"In its  second year, the program is supporting 15 community-  based organizations to develop and lead solutions that  address leading causes of disparate health outcomes.",Social - Employee_Health_And_Safety,0.8797659873962402
387,"In  the program's first year more than 900,000 people received  healthcare services, information or support, including  efforts to empower people with health knowledge, increase  access to direct health services, and provide patients and  communities with stronger social support.",Social - Access_And_Affordability,0.8615755438804626
388,"This program  also trained more than 390 community health workers and  strengthened more than 3,600 health facilities in the U.S.",Social - Employee_Health_And_Safety,0.9507542252540588
389,"Launched in 2020, in partnership with Direct Relief, The Pfizer  Foundation provided grants to 11 U.S.",Governance - Management_Of_Legal_And_Regulatory_Framework,0.785866916179657
390,"safety-net community  healthcare providers, supporting innovative approaches to  infectious disease education, screening, testing, treatment,  and care among the country’s most vulnerable communities.",Social - Access_And_Affordability,0.6659068465232849
391,"Assisted by the grants, these health centers are undertaking  approaches to create greater equity, including mobile vans  and pop-up clinics, telehealth technology, and electronic  health records to standardize care.",Social - Customer_Privacy,0.2285225838422775
392,"To date, the program has  reached more than 455,000 people with improved quality  care, including pregnant women and children.",Social - Access_And_Affordability,0.6101158857345581
393,"Global health system strengthening  Through global initiatives, The Pfizer Foundation focuses its  strategy on strengthening health systems to better address  vaccine-preventable illnesses and infectious disease.",Social - Employee_Health_And_Safety,0.7981240153312683
394,"Launched in 2016, the Global Health Innovation Grants (GHIG)  program works to support innovative health delivery models  in low- and middle-income countries.",Social - Access_And_Affordability,0.7001366019248962
395,These projects help to  test and scale community-based initiatives addressing global  health challenges and allow the Foundation to make wide-  reaching impact in the prevention and treatment of infectious  disease.,Social - Access_And_Affordability,0.3763984441757202
