esg_text,labels
"OY  OY Company Introduction  About Sea  Sea Manifesto  Sea Core Values  Our Sustainability Priorities  ESG Strategy and Framework  Key ESG Factors Analysis  Stakeholder Engagement  Committing to SDGs  Digital Inclusion  Shopee: Driving Sustainable Growth by  Empowering Local Sellers, Consumers, and  Creators  SeaMoney: Digitalizing Financial Services to  Empower the Underserved  Garena: Delivering Quality Experiences  Anchored on a User-centric Approach 15  17 Social Impact  Extending Learning Opportunities  Giving Back  Improving the Payment Experience  Opportunities for Women  Uplifting Local Communities  Serving the Underserved  Nurturing the Next Generation  Improving Digital Literacy for All  Data Protection and Security  Data Protection Policy and Guidelines  Data Security  Employee Education for Data Protection and  Privacy  Our People  Our Diversity  Diversity, Equity and Inclusion  Human Development Framework  Our Recruitment  Training and Development Programs  Partnership With Educational Institutions  Managerial and Leadership Training  Employee Engagement  Employee Welfare  Performance Appraisal Process  Workplace Safety and Occupational Health 19  2/  AA  46 OY  OY Environment  Preliminary Estimated Carbon Footprint  Scope and Data  Corporate Governance  Board of Directors  Majority Independent Board of Directors  Committees of the Board of Directors  Regular Audits and Risk Management  Framework  Code of Business Conduct and Ethics  Business Ethics and Anti-Corruption  Framework  Internal Systems to Prevent Corruption  Formal Grievance Handling Procedure  Education on the Code of Business Conduct  and Ethics  Whistleblower Protection Policy 48  5/   guide our efforts as we work to address pressing challenges and create a more sustainable and  inclusive future.",['Social - Human Capital Management']
"| am proud to present Sea’s 2023 Sustainability Report, which reflects the progress we've made across  Environmental, Social, and Governance (ESG) initiatives.",['No Label']
"We have continued expanding our efforts to  Support underserved communities, enhancing digital literacy, and promoting economic  empowerment, while addressing the unique needs of our diverse markets.",['Environment - Water Usage']
Our 2023 and recent accomplishments highlight the power of innovation and collaboration:  ¢ Shopee continued to empower local sellers and creators.,['No Label']
Initiatives like Shopee Enables SMEs in  Vietnam offered free e-commerce training to thousands of small businesses in collaboration with  the Vietnam E-commerce Association (VECOM).,['No Label']
"In Malaysia, the Digital Platform Upskilling Summit  equipped over thousands of sellers with regulatory and compliance knowledge, while in Brazil, the  Shopee Woman of the Year - Sellers Edition celebrated female entrepreneurs, highlighting their  contributions to social impact and digital transformation, in partnership with Rede Mulher  Empreendedora (RME).",['Social - Customer Relations']
¢ SeaMoney advanced financial inclusion across the region.,['Social - Human Capital Management']
"In Indonesia, the ShopeePay QRIS  Feature introduced seamless, NFC-enabled transactions, while in Singapore, we participated in the  SGQR¢+ rollout to enhance cross-border payment capabilities.",['No Label']
"By offering tailored banking  solutions, insurance products, and credit options, we empowered individuals and businesses with  financial flexibility and security.",['No Label']
¢ Garena has continued fostering strong global gaming communities while championing social good.,['Social - Financial Inclusion']
"Campaigns like Eid Royale in the Middle East and Africa empowered players to convert in-game  activities into meaningful donations, bridging gaming with charitable impact.",['Social - Customer Relations']
"Meanwhile, Free Fire:  Battle of Morocco, our first offline nationwide esports tournament in the country, nurtured local  gaming ecosystems and inspired new talent.",['No Label']
entrepreneurs with vital equipment to sustain their businesses and foster innovation.,['No Label']
"¢ In Thailand, the Esports Classroom 2024 program engaged hundreds of students and teachers  with, extending its reach to university-level education through scholarships and partnerships.",['Environment - Water Usage']
"¢ In Vietnam, we combined relief efforts with economic support.",['Environment - Strategy']
"Following Typhoon Yagi, funds  raised through Shopee Vietnam’s platform in partnership with UNICEF helped to provide clean  water, healthcare, and essential resources to affected communities.",['No Label']
"Through these efforts, we have demonstrated that technology, when applied responsibly, has the  power to uplift and transform lives.",['Governance - Transparency & Reporting']
"As we celebrate these achievements, we remain deeply  committed to scaling our impact and addressing the challenges of tomorrow.",['No Label']
"In 2024, we also welcomed two new independent directors to our Board of Directors: Dr.",['Social - Human Rights']
"Silvio  Savarese, a renowned Al expert, and Ms.",['No Label']
"Jessica Tan, a distinguished leader in financial services.",['No Label']
Their wealth of expertise in these critical areas will be instrumental in guiding our growth and  innovation.,['No Label']
"With their appointments, our seven-member Board now comprises a majority of  independent directors, reflecting our commitment to robust corporate governance.",['Social - Human Rights']
"We are excited about the opportunities ahead and remain steadfast in our mission to create  meaningful, lasting value for our stakeholders.",['No Label']
"On behalf of Sea, | thank our employees, partners, and communities for your trust and collaboration.",['Social - Financial Inclusion']
"Together, we will continue to innovate, grow, and make a positive difference that endures for  generations to come.",['No Label']
"Forrest LI  Chairman and CEO   services, each localized to meet the unique characteristics of our markets.",['No Label']
"Many of our markets are  experiencing a generational transition to the new digital economy, with leading internet business  models such as our own driving digital inclusion that brings consumers ever closer to each other and  to online services.",['No Label']
"Our culturally rich and diverse markets have traditionally been underserved, with  consumers who require dedicated focus, resources and deep local market knowledge to engage and  bring into the digital economy.",['Environment - Water Usage']
"Launched in 2015, Shopee is the largest e-commerce  platform in Southeast Asia and Taiwan's and is rapidly  growing in Brazil.",['No Label']
"With a mobile-first approach to drive  digital inclusivity, Shopee connects buyers and sellers,  offering a convenient, safe, and trusted shopping  experience.",['No Label']
"Backed by integrated logistics and fulfillment  services, it enhances every step of the shopping journey,  from product discovery to delivery, improving accessibility  across all the markets we serve.",['Governance - Transparency & Reporting']
@ seamoney  SeaMoney is a leading digital financial services provider in  Southeast Asia with a growing presence in Brazil.,['No Label']
