esg_text,NER_Results
"CEHsabiity inclusion) ~ Brazil  ® Lenovo Interfaith - Brazil  2 Lenove Inspiring Feminism in Tech CLIFT) - NA  ° MOSAIC: Ethnicity/Racial Diversity & Inclusion  ~ EMEA  ° New and Expectant Mothers Outreach (NEMO)  ~ NA  ° Menopause - UK & ireland  « People with Disabilities (PwD) - EMEA, LA  ° PreTech: ESG Etnico-Racial Negros - Brazil  ° Professionals Respecting identity Diversity and  Empowerment (PRIDE) - NA, LA, EMEA  ° Rising Employees at Lenavo (REAL) - Global  ° Veterans Engaging Together (VET) ~ US  ° Women in Lenovo Leadership (VILLD/Women in  Lenove (WIL) - Global  ° Wormen in innovation CVIN} - LA  * Weornen Enhancing Logistics (WEL) - Gloha!",
"AP - Asia Pacific  NMA - North America  EMEA - Europe, Middie East, Africa  LA - Latin America  Ui ~ United Kingdom  US - United States  Sa Lenovo Group Limited 2023/24 Environmental, Social ancl Governance Report  efforts.","{'numbers': ['2023/24'], 'metrics': [], 'dates': []}"
"Notably, the Company’s ERGs play a  pivotal role in supporting the Product Diversity Office  (PDO) through valuable assistance in product testing.",
"These  groups amplify each other's events and foster a  culture of allyship, creating a dynamic and inclusive  environment within the company.",
"Lenovo Foundation provides annual grants to ERGs,  enabling them to collaborate with non-profits  supporting diversity segments like women, people  with disabilities, and immigrants.","{'numbers': [], 'metrics': [], 'dates': ['annual']}"
"° CARE Model for Inclusive Behaviors: The training  model defines and encourages four behaviors to  foster inclusion in the community:  communicating across differences, acting in  allyship, recognizing and mitigating bias, and  ensuring psychological safety.","{'numbers': ['four'], 'metrics': [], 'dates': []}"
The D&l  team employed the International Labour  Organization (ILO) Global Disability  Self-Assessment across eight markets to identify  areas for improvement.,"{'numbers': ['eight'], 'metrics': [], 'dates': []}"
Innovating for inclusion  Lenovo’s Product Diversity Office (PDO)  The PDO’s mission is to ensure that development  teams design and test products with diversity and  inclusion in mind.,
"Launched in 2019, the PDO now vets  55% of Lenovo’s products.","{'numbers': [], 'metrics': ['55%'], 'dates': ['2019']}"
The Diversity by Design  review process begins when development teams  submit information about a new technology.,
The PDO  evaluates diversity risks and makes recommendations  accordingly.,
"High-risk products are presented to an  executive board, which may recommend user testing  with diverse groups.",
"One example is the  Company’s partnership with the Governor Morehead  School for the Blind in Raleigh, North Carolina.","{'numbers': ['One'], 'metrics': [], 'dates': []}"
"Community engagements have inspired new features,  such as the ThinkPad X1 Carbon Gen 12 keyboard, the  first ever laptop with additional tactile markings to  increase accessibility for blind and visually impaired  CVI) users, and the TTS Dongle for ThinkVision  P25i-30, one of the first monitor add-ons that talks  back to blind and VI users.","{'numbers': ['12', 'first', 'one', 'first'], 'metrics': [], 'dates': []}"
"Lenovo Group Limited 2023/24 Environmental, Social and Governance Report 55  xIpueddy sseaiBoid |qy Wa}-6u07 + sjebue] pue sanioalqo ‘soueWOLeEd SW SOUJOW pajepllosuoD uleyo Ajddns jeqojD seduUeWIaAODH |elID0G JeJUeWUOIIAUQ Yoda siyj jnogy siaye] sAWNoeXxy  disabilities and ensure their voices were heard.","{'numbers': ['2023/24', '55'], 'metrics': [], 'dates': []}"
They crafted the second  Company ESG and Social Value Public Welfare  Calendar.,"{'numbers': ['second'], 'metrics': [], 'dates': []}"
"Lenovo marked the International Day of  Persons with Disabilities on December 3, 2023, with a  series of impactful events.","{'numbers': [], 'metrics': [], 'dates': ['December 3, 2023']}"
"The celebration  underscored Lenovo's commitment to fostering  diversity, amplifying voices, and creating a more  inclusive and accessible world.",
"Since becoming a member of the Valuable 500 in  2020, the Company continues to partner with  disability rights advocates to ensure its products and  solutions are inclusive and accessible.","{'numbers': [], 'metrics': [], 'dates': ['2020']}"
The Valuable  500 is a global business collective of 500 CEOs who  have pledged to work together to drive systemic  change.,"{'numbers': ['500', '500'], 'metrics': [], 'dates': []}"
"Lenovo's achievement of a perfect score on  the Disability Equality Index (DEI) underscores its  commitment to these principles, earning the  distinction of being among the ""Best Places to Work  for Disability Inclusion.” Diversity in innovation pledge  The Company is committed to diversity and inclusion  and undertakes many efforts to follow through on that  commitment.",
"In July 2021, the  Company became a Founding Signatory of the  Increasing Diversity in Innovation Pledge and declared  to understand and address the issue of  underrepresented inventors on patent applications.","{'numbers': [], 'metrics': [], 'dates': ['July 2021']}"
"This initiative was launched by the United States  Intellectual Property Alliance CUSIPA) to support  inventors, regardless of race, gender, ethnicity,  nationality, religion, age, disability, or sexual  orientation, especially those that are  underrepresented.",
"As part of the Increasing Diversity in Innovation  Pledge, the Company committed to year one goals to  identify and secure internal data with respect to an  underrepresented inventor group and use best efforts  to implement initiatives targeted at increasing  representation of that group in the Company’s patent  process.",
The Company met its year one goals and is  working towards meeting its year three goals.,"{'numbers': [], 'metrics': [], 'dates': ['year one', 'year three']}"
"In addition to the Increasing Diversity in Innovation  Pledge, the Company is leading efforts to establish  industry-wide standards for collecting data on the  diversity of patent inventors, developing best  practices for improving participation in patent  inventorship by underrepresented groups, and  defining useful metrics for tracking such participation.",
"Additionally, the Company is working to establish  relationships with national and international patent  offices to assist and publicly support their efforts in  tracking and increasing diversity in patent  inventorship.",
"The Company also promotes greater  diversity in inventorship and innovation through  regular participation in conferences, panel discussions,  and webinars.",
"56 Lenovo Group Limited 2023/24 Environmental, Social and Governance Report  The Company strives to attract the best talent, and  develop, retain, reward, ancl engage its employees  through its employment and talent management  practices while ensuring compliance with relevant  laws and regulations, en AS Sey SATEP AS B  Recrultment  The Company’s recruitment oractices, which are  housed and updated annually on the Company's  Human Resources CHR} Knowledge Base, support the  vision te deliver smarter technology for all.","{'numbers': ['56', '2023/24'], 'metrics': [], 'dates': ['annually']}"
"The  Commary’s recruitment objectives are to develop  strategies that support business needs and comply  with applicable hiring laws and regulations (including  Office of Federal Contract Compliance Prograrns  COFCCP), Equal Employrnent Opportunity  Commission (EEOC), Pay Transparency, General Data  Protection Regulation C@DPR), and Privacy Laws}  while attracting the best talent from around the globe.",
"This  includes collaborating with Human Resources Business  Partners CHRBP) and managers to understand hiring  needs, while applying best practices to ensure the  recruiting process is fair and consistent for all  candidates.",
Same key elements  of its recruiting strateay include:  iF Diversifying the talent pool though good faith  efforts and deployment of a Global Sourcing Hub  that is focused on recruitrnent of diverse talent:  2.,"{'numbers': ['2'], 'metrics': [], 'dates': []}"
"Leveraging technology through the Career Site,  ATS, Talent Community and Referral and Internal  Career Portal; ut Sharing the Lenove Story and employer value  proposition with internal and external  candidates:  4.","{'numbers': ['4'], 'metrics': [], 'dates': []}"
"Promoting ernpoloyes referrals via internal  engagement and monetary rewards for hired  candidates; Annual recruiting across 180 markets, both five  and virtually on university campuses, to source  and fill aopreximately one thousand early career  and intern roles: od  6.","{'numbers': ['180', 'five', 'one thousand', '6'], 'metrics': [], 'dates': ['Annual']}"
"The  Company ts also working toward skills-based  hiring to prepare for Al automation and help  diversify the talent pool even further and  7, Bulicing strong relationships with the Company’s  external audience, vendors, and internal  customers while keeping exceptional custorner  experience in mind.","{'numbers': ['7'], 'metrics': [], 'dates': []}"
"Overall, the Company’s recruiting strategy revolves  areund finding and hiring the best innovative talent  frorn around the world, leveraging technology,  ancouraging employee referrats, focusing on campus  recruiting, utlizing a dedicated sourcing team,  skills-based hiring, and building excellent relationships  with candiclates te ensure a good fit far the  Company’s culture and values.",
"The Company’s goal is  to hire for an expanding research and develoornent  tearn, continue te grow its solutions and services  arnployee base, attract executives with new skills, and  target 20 percent of external hires filed through  campus and early-career hires to helo attract and  develop future leaders for the organization.","{'numbers': [], 'metrics': ['20 percent'], 'dates': []}"
"As a Global TA organization,  same of the recruitment practices that the team  manages include:  ® End-to-end hiring for interns, early-career,  preafessional, ancl executive positions for all  business units globally;  s Job board management across various platforms  such as Lenovo's careers website, Linkedin,  Glassdoor, indeed and various other iob portals;  ° Expansion of University Programs to bulld the  Campany’s future workforce;  Lenovea Group Limited 2023/24 Environmental, Social and Governance Report 57   from diverse groups;  ° Lenovo Employer Value Proposition and  Employer Branding designed to attract and  retain talent;  ° Ongoing recruiter training and metrics to  increase diverse candidate slates supporting the  Company’s D&l objectives; and  ° Partnerships with organizations or vendors in  support of individuals with disabilities (Disability:  IN, Valuable500, LiINCI-IT).","{'numbers': ['2023/24', '57'], 'metrics': [], 'dates': []}"
"In FY 2023/24, the Company hired over 1,000 interns  globally, providing meaningful learning experiences,  mentor programs, innovation projects, and a view into  a Global Fortune 500 technology company.","{'numbers': ['over 1,000'], 'metrics': [], 'dates': ['FY 2023/24']}"
The Company’s talent team  partners with the Company’s community relations  team to help support funding for internships.,
The  following are some of the Company’s most popular  intern programs:  ° Lenovo Accelerated Sales Intern Program  ° Neurodiverse Interns  ° ISG Global Supply Chain Intern Program  e Lenovo HBCU Intern Program Spring/Summer  .,"{'numbers': [], 'metrics': [], 'dates': ['Spring/Summer']}"
