esg_text,country,industry,company,year,labels
Performance HIghlights................:cccccccceesseeeeceeeeeeeeeeceeeeeueeeeeeesseaeseseeseeaaeseseeeesaneneees 32 Medical Waste...............ccccccccccecceeceeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeseeeeeeeseeeeeeeeeeeeeeseeeeeeseeseeeeaees 33 | What We Do Energy and Climate Change Management...................:ccccccccceesneeeeeeeeeesaaeeeeeeeseaneeees 38 .,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
We offer healthcare services for patients that cover Performance HIghlights................:cccccccceesseeeeceeeeeeeeeeceeeeeueeeeeeesseaeseseeseeaaeseseeeesaneneees 43 a the whole journey of care.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"This includes managed Employee Wellness and Development ...................::ccccceeessscsseeeeeeeeeeeeeeseceeerertttsnaes 47 care and network management services, primary care and diagnostics, speciality and ancillary care.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"We Patient Wellness, Safety and Service Quality ..............",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"ccc cccccceccccce ee eeceeeeeeeeeenneeeeens 61 also provide services to corporate and insurer clients, _.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"offering them assurance of clinical quality, access to a Corporate Citizenship, Partnership 2.0.0...",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"ccccccc cc eccceeceeeeeesaeeeeeesaeeecesseneeeesanes 67 broad network of healthcare services, administrative and Innovation efficiency and cost savings.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"Through our key subsidiaries, we also provide other healthcare offerings Upholding Good Business Conduct 73 such as pharmacy and ambulance services.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
For more oon neueanneeenennaeeeuenaaeeenennaeeneesneeeneenass details on all our offerings and/oureettenaataae Performance HIghlights..................ccccccccccsseeccceceeeceeeeeeeseeeeeeeceeeeeeeeeeeeeceeseeneeeeeeneeeeeeas 78 refer to our website.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
Responsible BuSine€Ss PractiCeS 2.00.0...,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"cccccccccccceceeceeeeeeeeeeeeeeeeseeeeeseeeeeaeeeesneeetaneeees 79 and Collaboration Pa) (exe) 0] 0) (0) | ec cce 83 143 Million Nine Markets 550+ Health Transactions Across _ Owned Data Governance, Security and Management...................ccccccccccccseeeccceeeeeeeeeenneeeeees 88 Annually Asia Pacific Facilities Reporting Methodolooy ..........:ccccccecccceeeeeeeenseeeeeeeeeeeeeesenneeeeeneeeeeseeenenees 92 3 GRI Content INd@Xx .........cccccccecccecececsececcccetccesececstecerecereseresesssenseeereeeureeerseeutenereensees 94 ~12,000 1100+ Ss & 17 subsidiaries Network Providers In-house Healthcare J to Support Care Professionals A Delivery 2 FULLERTON HEALTH SUSTAINABILITY REPORT FY2023 FULLERTON HEALTH SUSTAINABILITY REPORT FY2023 ¢.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
across Asia to enhance healthcare in the Asian region.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"We are committed to sharing knowledge, exchanging best practices, and continuously improving the delivery of care across our network through strategic collaborations.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"With a deep sense of responsibility, we strive to empower individuals and communities with the resources they need to lead healthier lives.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"We are committed to fostering innovation, embracing technology, and staying ahead of emerging healthcare trends.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
WA Integrity ©) Compassion We do the right thing and We care deeply for our patients and place we ‘walk the talk’ them at the center of everything we do Affordable and Accessible Innovation Care for All O O Teamwork We dare to create and in Asia Pri dy % value and nurture to embrace change.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"our people to achieve PaO sess together Q © Partnership fg, me We build long-term relationships with our partners and healthcare community MESSAGE FROM OUR COMPANY .-:..",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"Dear Stakeholders, On behalf of Fullerton Health Group, the Board of Directors (“The Board’) is pleased to present our second sustainability report.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"This report covers Fullerton Health’s sustainability efforts and progress across our Economic, Environment, Social and Governance (“EESG’) pillars for the year 2023, demonstrating our commitment to embedding sustainability across all aspects of our business operations.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"As you read through our progress for 2023, do anticipate more updates in 2024 as we continue our commitment to decarbonisation and integrate climate resilience in our operations.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"As a Group with a growing regional presence, we recognise the importance of climate change to the world.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"In recognition of the urgent need to confront its escalating impacts, 2023 has emerged as a pivotal milestone for Fullerton Health in our sustainability journey.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"This year, we began integrating decarbonisation strategies into our environmental management practices and monitoring our environmental performance, including our carbon footprint for our key operations, in Singapore and Philippines.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
We are also working towards conducting a climate risk assessment to understand and mitigate the impact of climate-related risks we are exposed to.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
This is a testament to the work we are doing to prioritize sustainability in our operations and business resilience planning.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"Apart from the impact of climate change, the healthcare sector is also experiencing other disruptions.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"These uncertainties are propelled by advancements in technology, rising costs and the evolving needs of patients.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"For example, the challenges presented by the COVID-19 pandemic have underscored the urgency for healthcare providers to embrace digital and innovative approaches to enhance patient care quality and medical processes.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"To keep abreast with this dynamic and evolving landscape, we conducted a materiality refresher exercise this year to get a fresh perspective on the topics that impact our business and stakeholders.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
The assessment affirmed the continued relevance of our existing sustainability topics and highlighted the need to include two new topics — “Anti-Corruption” and “Economic Performance” as part of our material topics.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"With this renewed focus, we intend to monitor and manage the impacts of these material topics in the coming years.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"The wellbeing of our patients and employees has always been, and remains, a critical area of importance for Fullerton Health Group.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
We look to provide a range of training and upskilling programs for our employees to excel professionally.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"Additionally, benefit packages and health and safety initiatives are also in place to ensure their wellbeing.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"In terms of promoting patient and community wellbeing, we continue to ensure our services remain affordable and easily accessible in the regions we operate.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
We will continue to bolster support for healthcare systems and raise awareness about health and lifestyle improvements by collaborating with our peers and governmental bodies.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
We present details on our impact in the following chapters “Caring for Our People and Communities” and “Upholding Good Business Conduct”.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"We aim to grow sustainably and responsibly, reducing the environmental impact of our business and make positive contribution to the communities we operate in.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"We will continue to work towards providing clear and transparent disclosures to our stakeholders, as well as expanding our reporting scope to encompass all our business operations, highlighting our sustainability endeavours across the entire Group.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
We look forward to your continuous support as we strive towards a sustainable future beyond generations to come.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"Sincerely, Fullerton Health Corporation Limited 7?",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
FULLERTON HEALTH SUSTAINABILITY REPORT FY2023 FULLERTON HEALTH SUSTAINABILITY REPORT FY2023 e.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"At Singapore Healthcare Service Awards (“SHQSA’), which SingHealth Duke honours outstanding healthcare professionals who have ACADEMIC MEDICAL CENTRE delivered quality care and exceptional service, a testament to ~ ~ Re newed foc us & 4 1 9 4 8 1 our staff who consistently deliver excellent service.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"J on preventive health with our - First Health Hub Clinic in Hougang new lives onboarded our Green and Flagship Health Health Management Organisation (HMO), Screening Centre in Novena Heelies Wetzel eine aime Clinte Services plans in the Philippines Covid-19 Resilience Award _.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
Ze ro fi nes .,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
a In recognition of our active engagement in supporting 1 for infringements of nau g U ral Re Do rti Nn g MaritimeSG various Covid-19 projects with the Maritime Industry.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"These of emissions and waste performance a C A d include establishing and operating the Floatels @ Tanjong ~Z Care Awards | | ic Pagar Terminal and setting up a seafarers’ vaccination (“SEAVAX”) centre, playing a key role in protecting the health and safety of port workers during the pandemic and allowing port operations to continue smoothly.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
regulations for handling waste Zero incidents of non-compliance with regulations concerning the @ 0 = Zero 30 /o Fatalities of female as a result of work-related health and safety of patients and representation injuries and ill-health for frontline employees in senior management non-frontline employees Certification of Appreciation (Gold) ahey ing Week For supporting SG Cares Giving Week — a key initiative of the CERTIFICATE OF APPRECIA National SG Cares movement held annually from 1 to 7 December TION that celebrates the spirit of giving and seeks to make giving a part GOLD of our way of life.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
