esg_text,NER_Results
"322 343 377 330 731  By source (% of total):  Groundwater n/a <1% <1% <2% <1%  Third parties* n/a >99% >99% >98% >99%  Surface water n/a 72% 73% 77% 90%  Groundwater n/a 8% 9% 10% 3%  Water discharge (megaliters)  All areas' 1,183 1,294 1,469 1,481 1,400  By destination (% of total):  Groundwater n/a <1% <1% <1% <1%  Third parties n/a >99% >99% >99% >99%  Areas with water stress* 298 326 371 323 720  Wastewater exceedances O O ] O ¢)  Water consumption (megaliters)  All areas!","{'numbers': ['322', '330', '1,183', '1,469', '1,481 1,400', '298'], 'metrics': ['1% <1% <2% <1%', '99% >99% >', '98% >', '99%', '72%', '73%', '77%', '90%', '8%', '9%', '10%', '3%', '1% <1% <1% <1%', '99% >99% >99% >99%'], 'dates': []}"
"124 134 98 18 20  Areas with water stress® 24 17 5 7 11  Water intensity metrics (cubic meters per person)>  Withdrawal intensity n/a 20 21 19 20  Discharge intensity n/a 18 20 19 20  Consumption intensity n/a 2 ] 0.2 0.3  7 For FY 2023/24, All Areas includes all the Company’s manufacturing, research & develooment, and large office sites.","{'numbers': ['124', '98', '2', '2023/24'], 'metrics': [], 'dates': ['24 17 5', '20 21', '18 20']}"
2 All water withdrawals are estimated to be freshwater withdrawals.,"{'numbers': ['2'], 'metrics': [], 'dates': []}"
"Due to the Company’s reliance on third-parties for the vast majority  of its water withdrawals, it is not possible to determine the exact parameters of all sources, but it is reasonable to assume the majority  of the sources had low Total Dissolved Solids (TDS) based on local knowledge and communication with third-parties.","{'numbers': ['third', 'third'], 'metrics': [], 'dates': []}"
3 Areas with water stress are areas with high or extremely high baseline water stress according to World Resources Institute’s Aqueduct  Water Risk Atlas.,"{'numbers': ['3'], 'metrics': [], 'dates': []}"
"In FY 2023/24, the increase  in withdrawal from areas with water stress is primarily due to Aqueduct Water Risk Atlas’s updated classification of water stress areas,  resulting in inclusion of areas previously classified as non-water stress areas where the Company has operations.","{'numbers': [], 'metrics': [], 'dates': ['FY 2023/24']}"
4 Third-party withdrawal by source was collected for all the Company’s environmentally significant sites (which are the Company's  manufacturing and R&D locations).,"{'numbers': ['4'], 'metrics': [], 'dates': []}"
"In FY 2023/24, these locations comprised approximately 93% of the Company’s third-party  withdrawal from water stressed areas.","{'numbers': ['third'], 'metrics': ['approximately 93%'], 'dates': ['FY 2023/24']}"
The remaining 7% are primarily from office locations that often require less water and operate as  part of a larger office complex where they may not be directly billed by the third-party responsible for withdrawals.,"{'numbers': ['third'], 'metrics': ['The remaining 7%'], 'dates': []}"
5 Water intensity metrics are based on the Company’s total global headcount which includes the headcount of the excluded small office  locations mentioned in Note 1.,"{'numbers': ['5', '1'], 'metrics': [], 'dates': []}"
"114 Lenovo Group Limited 2023/24 Environmental, Social and Governance Report  FY 2019/20 2020/21 2021/22 2022/23 2023/24  Total packaging material used for finished n/a 115,041 119,621 99,978 80,154  products (metric tons)  Average packaging weight per unit by product  category (grams):  Notebook n/a 528 528 528 559  Desktop n/a 1,900 1,900 1,900 1,739  Server n/a 4,614 4,614 4,614 4,614  Workstation n/a 1,700 1,700 1,700 2,198  Monitor n/a 1,920 1,920 1,920 1,815  Smartphone n/a 100 100 110 113  Tablet n/a 373 373 373 444,  Accessory n/a 300 300 300 300  ] Estimated using the average packaging weight per unit and total shipping volumes for the following categories of products: notebooks,  desktops, servers, workstations, monitors, smartohones, tablets, and accessories.","{'numbers': ['114', '2023/24', '2022/23 2023/24', '115,041', '99,978 80,154', '528', '528 559', '1,900 1,900', '1,900 1,739', '4,614', '1,700', '1,700 2,198', '1,920 1,920', '1,920 1,815', '373'], 'metrics': ['(metric tons'], 'dates': []}"
"Calendar Year (CY) 2019 2020 2021 2022 2023  Reused 1,557 1,695 1,875 1,901  Recycled 24,856 28,076 30,143 30,679  Waste to Energy (WTE) 987 793 523 896 See  Incinerate 1,126 1,978 728 243 note 2.","{'numbers': ['1,901', '24,856', '30,679', '987', '896', '1,978', '243', '2'], 'metrics': [], 'dates': ['2019 2020', '2021', '2022 2023']}"
"Landfill 159 340 894 387  Total 28,685 32,882 34,163 34,106 ~ The Company's Product End-of-Life Management (PELM) and Product Take Back (PTB) includes materials from customers and  company-owned returns, manufacturing and R&D scrap, and employee equipment from real estate sites.","{'numbers': ['34,163 34,106'], 'metrics': [], 'dates': []}"
"No  Environmental data - Product take back  Product Take Back (PTB) Disposition (metric tons)'  CY 2019 2020 2021 2022 2023  Reused 1,023 1,536 1,556 1,669  Recycled 24,112 27,249 29,295 29,863  Waste to Energy (WTE) 987 782 519 892 See  Incinerate 1,041 1,904 728 239 note 2.","{'numbers': ['1,556 1,669', '24,112 27,249', '29,863', '892', '2'], 'metrics': ['239'], 'dates': ['2019 2020', '2021', '2022 2023']}"
"Landfill 143 324 885 385  Total 27,306 31,795 32,983 33,048 ~ The Company's Product End-of-Life Management (PELM) and Product Take Back (PTB) includes materials from customers and  company-owned returns, manufacturing and R&D scrap, and employee equipment from real estate sites.","{'numbers': ['32,983 33,048'], 'metrics': [], 'dates': []}"
"xIpueddy ssai6oid |qy Wa}-6u07 + sjebue] pue saniqoalqo ‘soueWOpLeEd SW SouUJeW pajepljosuoy uleyo Ajddns jeqojD + sedUeWIaAOH |elID0S jeJUsWUOIIAUQ Yoda siyj jnogy siaye] sAWNDeXy  CY 2019 2020 2021 2022 2023  Plastics Containing Recycled Content (PCRC) 7,721,398 5,946,839 7,787,871 6,973,663 9,671,002  Net Post-Consumer Recycled Content (PCC) 5,840,788 4,352,788 5,760,388 5,243,723 7,983,623  ] These metrics reoresent all data received from recycled plastics suppliers at the time of publication.","{'numbers': ['9,671,002', '5,840,788', '4,352,788', '5,760,388', '5,243,723'], 'metrics': ['5,946,839', '7,787,871'], 'dates': ['2019 2020', '2021', '2022 2023']}"
"Lenovo Group Limited 2023/24 Environmental, Social and Governance Report 115  2 8 2 8   targets  Objectives Metric/KPI Target(s) Status Notes  Product aspects: Product energy consumption and emissions  New products must show  improved energy efficiency  relative to the previous  generation of the product.","{'numbers': ['2023/24', '115'], 'metrics': [], 'dates': []}"
"Notebooks: Improve energy  efficiency on average for where Peehane  comparable notebooks by sub-category a part of  30% by March 31, 2030, the Company’s  relative to FY 2018/19.","{'numbers': ['2018/19'], 'metrics': ['30%'], 'dates': ['March 31, 2030']}"
"default to the general  energy efficiency  Desktops: Improve energy improvement relative  efficiency on average for to the previous  Dri duction j : comparable desktops by Long term | generation of the  oc a UCHON In scion 50% by March 31, 2030, target: on product.","{'numbers': [], 'metrics': ['50%'], 'dates': ['March 31, 2030']}"
| erciency relative to FY 2018/19.,"{'numbers': ['2018/19'], 'metrics': [], 'dates': []}"
"track from targets may be  Servers: Improve energy  efficiency on average for  comparable servers by 50%  by March 31, 2030, relative  to FY 2018/19.","{'numbers': ['2018/19'], 'metrics': ['50%'], 'dates': ['March 31, 2030']}"
"Mobile Business Group  (MBG) products: Improve  energy efficiency on average  for comparable MBG  products by 30% by March  31, 2030, relative to FY  2020/21.","{'numbers': ['2020/21'], 'metrics': ['30%'], 'dates': ['March  31, 2030']}"
"118 Lenovo Group Limited 2023/24 Environmental, Social and Governance Report   Reduce Scope 3 GHG  emissions (value chain) from  emissions .","{'numbers': ['118', '2023/24', '3'], 'metrics': [], 'dates': []}"
product by FY 2029/30  from a FY 2018/19 base year.,"{'numbers': ['2029/30', '2018/19'], 'metrics': [], 'dates': []}"
"PCF (kg CO,e) | solutions before March 31, environmental 2  .","{'numbers': ['2'], 'metrics': [], 'dates': ['March 31']}"
and the other 2024.,"{'numbers': [], 'metrics': [], 'dates': ['2024']}"
associated with the environmental €L footprints Perform LCA for at least ten  Use OF Lenovo Lenovo selected products products.,"{'numbers': ['at least ten'], 'metrics': [], 'dates': []}"
"Target met and materials/technologies  by March 31, 2024.","{'numbers': [], 'metrics': [], 'dates': ['March 31, 2024']}"
"Lenovo Group Limited 2023/24 Environmental, Social and Governance Report N19  xlpueddy ssaiBoid |qy Wa}-6u07 + sjebue} pue sanipalqo ‘soueUWOpeEd S~Jq SOUJOW pajepllosuoD uleyo Ajddns jeqojD sdUeWIaAODH |elID0S jeJUeWUOIIAUQ Yoda siyjjnogy sieye] sAWNDeXy  % products  containing By FY 2025/26, 100% of PC Long term  PCC; average products will contain g ; Excludes tablets and  .","{'numbers': ['2023/24', '2025/26'], 'metrics': ['100%'], 'dates': []}"
"By FY 2025/26, we will use  PCC plastic 300 million pounds of Long term Cumulative total since  * Post-industrial weight post-consumer recycled target: on 5005  recycled content content plastics in our track ,  (PIC), products.","{'numbers': ['2025/26', '5005'], 'metrics': ['300 million pounds'], 'dates': []}"
"e Post-consumer From April 1, 2023, at least  recycled content one product needs to meet  (PCC)/ % products higher PCC levels for new  post-consumer containing products:  recycled (PCR) higher PCC/  material, number Desktops/Workstation 35%, Target met  products All In One 40%,  « Closed-loop containing Notebooks 10%,  post-consumer higher PCC Tablet 5%,  recycled content Visual 50%, and  plastics Servers 10%.","{'numbers': ['one'], 'metrics': ['35%', 'One 40%', '10%', '5%', '50%', '10%'], 'dates': ['April 1, 2023']}"
"120 Lenovo Group Limited 2023/24 Environmental, Social and Governance Report   technological  advances and  maintain portfolio  relative to low  halogen products.","{'numbers': ['120', '2023/24'], 'metrics': [], 'dates': []}"
"Definitions:  BFR - Brominated  flame retardants  PCB - Printed circuit  boards  PVC - Polyvinyl  chloride  PPM - parts per  million Low halogen  parts For products requiring IEEE  1680.1 or NSF/ANSI 426  registration, ensure each  plastic part in the product  exceeding 25 g shall not  contain greater than 1,000  ppm chlorine and greater Target met  than 1,000 ppm bromine at  the homogeneous level per  the requirements and  exceptions allowed in the  IEEE 1680.1 or NSF/ANSI  426 standard.","{'numbers': ['1680.1', '426', '25', 'greater than 1,000', '1680.1', '426'], 'metrics': [], 'dates': []}"
"For products requiring TCO Exempted are all other  Certified generation 9 parts, such as  certification, the power PCB electronic  laminate of the internal/ components, other  external power supply unit Target met PCB laminates and all  must not contain kinds of cable  intentionally added (additive insulation.","{'numbers': ['9'], 'metrics': [], 'dates': []}"
shall be less than 0.1%.,"{'numbers': [], 'metrics': ['less than 0.1%'], 'dates': []}"
"By FY 2025/26, 100% of Lona term  smartphone products and target: on Controlled at 1.000  accessories will be free of track , ppm.","{'numbers': ['1.000'], 'metrics': ['100%'], 'dates': ['FY 2025/26']}"
Weight or Achieve 5% reduction in  volume weight or volume for at least | Target met  reduction 1 product.,"{'numbers': ['1'], 'metrics': ['5%'], 'dates': []}"
"Eliminate 100,000 km of  : .","{'numbers': [], 'metrics': ['100,000 km'], 'dates': []}"
Long term single use plastic packaging target: on  tape by FY 2025/26 track :  Plastic (starting from 2018).,"{'numbers': ['2025/26'], 'metrics': [], 'dates': ['2018']}"
"Lenovo Group Limited 2023/24 Environmental, Social and Governance Report 721  xlpueddy ssaiBoid |qy Wa}-6u07 + sjebue} pue sanipalqo ‘soueUWOpeEd S~Jq SOUJOW pajepllosuoD uleyo Ajddns jeqojD sdUeWIaAODH |elID0S jeJUeWUOIIAUQ Yoda siyjjnogy sieye] sAWNDeXy  materials in  packaging.","{'numbers': ['2023/24', '721'], 'metrics': [], 'dates': []}"
Introduce recycled plastic For all ISG business  bag (made from 30% ocean Target met rouo vroducts  bound recycle).,"{'numbers': [], 'metrics': ['30%'], 'dates': []}"
group P  Identify five new Lenovo  products for which to  implement use of 100% Target met  renewable bio-based  packaging.,"{'numbers': ['five'], 'metrics': ['100%'], 'dates': []}"
"Excludes Lenovo  By FY 2025/26, 60% of smartphone  .","{'numbers': ['2025/26'], 'metrics': ['60%'], 'dates': []}"
packaging starting in  FY 2023/24.,"{'numbers': [], 'metrics': [], 'dates': ['FY 2023/24']}"
"By FY 2025/26, 90% of PC Measured by weight  : .","{'numbers': [], 'metrics': ['90%'], 'dates': ['FY 2025/26']}"
"Relative to FY  By FY 2025/26, smartphone 2020/21.","{'numbers': ['2025/26', '2020/21'], 'metrics': [], 'dates': []}"
Excludes  packaging will use 50% less Long term Lenovo smartphone  single-use plastics and target: on packaging.,"{'numbers': [], 'metrics': ['50%'], 'dates': []}"
Includes  reduce in size/volume by track RAZR smartphone  10%.,"{'numbers': [], 'metrics': ['10%'], 'dates': []}"
"Metric tons  CO,e Reduce absolute Scope 1  and 2 GHG emissions by  50% by FY 2029/30 from a  FY 2018/19 base year.","{'numbers': ['1', '2', '2029/30', '2018/19'], 'metrics': ['50%'], 'dates': []}"
Scope 2 emissions are  market-based.,"{'numbers': ['2'], 'metrics': [], 'dates': []}"
"122 Lenovo Group Limited 2023/24 Environmental, Social and Governance Report   This goal may be  accomplished through  installation of onsite  % total By FY 2025/26, 90% of our renewable energy a : ; .","{'numbers': ['122', '2023/24'], 'metrics': ['90%'], 'dates': ['FY 2025/26']}"
Electricity Achieve year-over-year Electricity intensity is  consumption in improved electricity electricit P intensity at R&D and office Target met yo kWh per .,"{'numbers': [], 'metrics': [], 'dates': ['Achieve year-over-year']}"
solid waste  recycled recycling rate > 90%  (+/-5%).,"{'numbers': [], 'metrics': ['90%', '(+/-5%'], 'dates': []}"
"Water  withdrawal Maintain rate of water  withdrawal per person at  sites globally, relative to the  previous FY (no more than  5% increase).","{'numbers': [], 'metrics': ['no more than  ', '5%'], 'dates': []}"
"Lenovo Group Limited 2023/24 Environmental, Social and Governance Report 123  xlpueddy ssaiBoid |qy Wa}-6u07 + sjebue} pue sanipalqo ‘soueUWOpeEd S~Jq SOUJOW pajepllosuoD uleyo Ajddns jeqojD sdUeWIaAODH |elID0S jeJUeWUOIIAUQ Yoda siyjjnogy sieye] sAWNDeXy  By FY 2025/26, we will have  enabled the recycling and on Long term reuse of 800 million pounds target: on  (362,874 MT) of end-of-life gen  .","{'numbers': ['2023/24', '123', '2025/26', '362,874'], 'metrics': ['800 million pounds'], 'dates': []}"
track products (cumulative total  since 2005).,"{'numbers': [], 'metrics': [], 'dates': ['2005']}"
"Minimize the Recycle, repair,  environmental and reuse By FY 2025/26, 84% of  impact of Lenovo Lenovo repairs can be done at the Long term .","{'numbers': [], 'metrics': ['84%'], 'dates': ['FY 2025/26']}"
"By FY 2025/26, 76% of  .","{'numbers': [], 'metrics': ['76%'], 'dates': ['FY 2025/26']}"
"Objectives Metric/KPI Target(s) Status Notes  Supply chain aspects: Supplier environmental performance  Product By FY 2025/26, we will  i, remove one million tons of .","{'numbers': [], 'metrics': ['one million tons'], 'dates': []}"
Emissions Reduce Scope 3 GHG  (Scope 3) from | emissions (supply chain)  purchased from purchased goods and Long term  goods and services 66.5% per million target: on  services per US$ gross profit by FY track  Monitor and million US$ 2029/30 from a FY 2018/19  mitigate gross profit base year.,"{'numbers': ['3', '2018/19'], 'metrics': ['66.5%'], 'dates': []}"
"environmental  impact in the Product Engage fifteen product  Lenovo supply i, suppliers to source 1/3 of  .","{'numbers': ['fifteen', '1/3'], 'metrics': [], 'dates': []}"
following levels based on Questionnaire oor resvonse rate procurement spend: Climate  P Change =95%.,"{'numbers': [], 'metrics': ['95%'], 'dates': []}"
"Achieve 48 % of Lenovo  Lo, product suppliers based on  Suppliers’ SBT procurement spend to Target met participation commit/have science-based  emission reduction targets.","{'numbers': [], 'metrics': ['48 %'], 'dates': []}"
"124 Lenovo Group Limited 2023/24 Environmental, Social and Governance Report   Enable route optimization  Demand initiatives in geographical  management segments of AP and EMEA Target met  for IDG business group.","{'numbers': ['124', '2023/24'], 'metrics': [], 'dates': []}"
"Scope 3 GHG Reduce Scope 3 GHG , emissions from upstream emissions from .","{'numbers': ['3'], 'metrics': [], 'dates': []}"
upstream transportation and Long term  hone ortation distribution 25% per target: on  P tonne-km of transported track and  distribution product by FY 2029/30  from a FY 2018/19 base year.,"{'numbers': ['2029/30', '2018/19'], 'metrics': ['25%'], 'dates': []}"
